0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-9,36E-11
1,34E-10
-1,77E-10
8,69E-10
9,33E-09
5,69E-08
5,08E-09
-8,53E-07
-1,17E-06
5,99E-06
9,69E-06
-2,58E-05
-4,39E-05
7,66E-05
0,00013814
-0,000165455
-0,00032876
0,000266029
0,000614321
-0,000309993
-0,000911781
0,000226137
0,001059862
-1,34E-05
-0,000900919
-0,000219043
0,000398796
0,000302724
0,000306485
-0,000125944
-0,000966557
-0,000284012
0,001364863
0,000784431
-0,00141632
-0,001217582
0,001163288
0,001495748
-0,000702476
-0,001609596
0,00012267
0,001575989
0,000500833
-0,001388877
-0,001071303
0,001024826
0,001448098
-0,000500872
-0,001480809
-7,11E-05
0,001095605
0,000496689
-0,000375873
-0,00059292
-0,000433895
0,000308818
0,001028671
0,000209984
-0,001204277
-0,000672296
0,000984156
0,000798719
-0,000618654
-0,000499405
0,000433753
-5,08E-05
-0,000612814
0,000514954
0,001060492
-0,000623826
-0,001458388
0,000373995
0,001488195
-3,67E-05
-0,001067502
-4,42E-05
0,000423058
-0,000278857
5,90E-05
0,000824635
-0,00010093
-0,001192638
-0,000273728
0,001036619
0,000756818
-0,000308258
-0,000963073
-0,000696573
0,000680663
0,001515438
3,67E-06
-0,001797942
-0,000780755
0,00150003
0,001332866
-0,000870201
-0,001527941
0,000251966
0,001457848
0,000142575
-0,001311027
-0,000322863
0,001200946
0,00043001
-0,001094935
-0,000570844
0,000885859
0,000723846
-0,000522396
-0,000779752
7,65E-05
0,000656552
0,000301273
-0,000378393
-0,000488421
5,79E-05
0,000466895
0,000191571
-0,000320257
-0,000336354
0,000167567
0,000436311
-8,74E-05
-0,00058403
7,77E-05
0,000813381
-6,98E-05
-0,001044651
-1,27E-05
0,001117144
0,000186888
-0,000903021
-0,000391561
0,000422529
0,000541623
0,000142346
-0,00061431
-0,000566691
0,00068077
0,000745774
-0,000841294
-0,000763491
0,001121153
0,000810073
-0,001425717
-0,001026815
0,001592487
0,001406617
-0,001486226
-0,001810058
0,001061508
0,002055551
-0,000368738
-0,002006335
-0,000469617
0,001611684
0,001281927
-0,00091118
-0,001870536
2,91E-05
0,0020584
0,000836148
-0,001766301
-0,001448637
0,001083689
0,001613245
-0,000271301
-0,001265635
-0,00033033
0,00052239
0,000447602
0,000340995
-4,58E-06
-0,000980157
-0,000819779
0,001115095
0,001638708
-0,000664649
-0,002010403
-0,000184211
0,00164749
0,001031352
-0,000582073
-0,001438957
-0,000817371
0,001143731
0,002005855
-0,000189
-0,002518528
